Geographic Area,City,Median Income
NM,Des Moines village,26250.0
NM,Dexter town,40667.0
NM,Do_a Ana CDP,28996.0
NM,Dora village,61250.0
NM,Dulce CDP,35833.0
NM,Eagle Nest village,32656.0
NM,East Pecos CDP,26581.0
NM,Edgewood town,57386.0
NM,Edith Endave CDP,42917.0
NM,El Cerro CDP,58750.0
NM,El Cerro Mission CDP,35901.0
NM,Eldorado at Santa Fe CDP,70881.0
NM,Elephant Butte city,30341.0
NM,Elida town,30714.0
NM,El Rancho CDP,58000.0
NM,El Rito CDP,35938.0
NM,El Valle de Arroyo Seco CDP,47455.0
NM,Espa_ola city,30257.0
NM,Estancia town,28587.0
NM,Eunice city,70161.0
NM,Fairacres CDP,49125.0
NM,Farmington city,53766.0
NM,Faywood CDP,17083.0
NM,Flora Vista CDP,56623.0
NM,Floyd village,35833.0
NM,Folsom village,18333.0
NM,Fort Sumner village,26016.0
NM,Gallup city,46467.0
NM,Gila CDP,44306.0
NM,Glen Acres CDP,40938.0
NM,Grady village,30938.0
NM,Grants city,39014.0
NM,Grenville village,75000.0
NM,Hachita CDP,25774.0
NM,Hagerman town,34412.0
NM,Happy Valley CDP,65156.0
NM,Hatch village,27212.0
NM,Hernandez CDP,35214.0
NM,Highland Meadows CDP,23779.0
NM,High Rolls CDP,43804.0
NM,Hobbs city,56905.0
NM,Holloman AFB CDP,44797.0
NM,Hurley town,38274.0
NM,Indian Hills CDP,34167.0
NM,Isleta Village Proper CDP,37500.0
NM,Jacona CDP,54375.0
NM,Jaconita CDP,47396.0
NM,Jal city,51667.0
NM,Jarales CDP,41053.0
NM,Jemez Pueblo CDP,46042.0
NM,Jemez Springs village,56786.0
NM,Keeler Farm CDP,31538.0
NM,Kirtland CDP,61563.0
NM,La Cienega CDP,54545.0
NM,La Cueva CDP,88625.0
NM,Laguna CDP,32760.0
NM,La Hacienda CDP,28438.0
NM,La Huerta CDP,84922.0
NM,Lake Arthur town,60417.0
NM,Lake Valley CDP,49167.0
NM,La Luz CDP,42917.0
NM,La Mesa CDP,29083.0
NM,La Mesilla CDP,61188.0
NM,Lamy CDP,52639.0
NM,La Puebla CDP,21325.0
NM,Las Cruces city,41330.0
NM,Las Maravillas CDP,57330.0
NM,Las Nutrias CDP,59524.0
NM,Las Vegas city,23904.0
NM,La Union CDP,37337.0
NM,La Villita CDP,38774.0
NM,Lee Acres CDP,39878.0
NM,Livingston Wheeler CDP,79554.0
NM,Logan village,35294.0
NM,Lordsburg city,31290.0
NM,Los Alamos CDP,98458.0
NM,Los Cerrillos CDP,45313.0
NM,Los Chaves CDP,52409.0
NM,Los Luceros CDP,41775.0
NM,Los Lunas village,52166.0
NM,Los Ranchos de Albuquerque village,62367.0
NM,Loving village,34519.0
NM,Lovington city,51450.0
NM,Luis Lopez CDP,26066.0
NM,McIntosh CDP,40060.0
NM,Madrid CDP,28250.0
NM,Madrone CDP,26250.0
NM,Magdalena village,25735.0
NM,Malaga CDP,23182.0
NM,Maxwell village,19250.0
NM,Meadow Lake CDP,24076.0
NM,Melrose village,35096.0
NM,Mescalero CDP,31393.0
NM,Mesilla town,46000.0
NM,Mesita CDP,40625.0
NM,Middle Frisco CDP,50250.0
NM,Midway CDP,27371.0
NM,Milan village,30179.0
NM,Monterey Park CDP,15806.0
NM,Mora CDP,23193.0
NM,Moriarty city,29144.0
NM,Morningside CDP,70604.0
NM,Mosquero village,36250.0
NM,Mountainair town,22500.0
NM,Nadine CDP,86250.0
NM,Nageezi CDP,13973.0
NM,Nakaibito CDP,36250.0
NM,Nambe CDP,47266.0
NM,Napi Headquarters CDP,29643.0
NM,Nara Visa CDP,45804.0
NM,Naschitti CDP,36250.0
NM,Navajo CDP,19118.0
NM,Navajo Dam CDP,66216.0
NM,Nenahnezad CDP,34167.0
NM,Newcomb CDP,33750.0
NM,North Acomita Village CDP,37604.0
NM,North Hobbs CDP,78333.0
NM,North Hurley CDP,30278.0
NM,North Light Plant CDP,20352.0
NM,North Valley CDP,45291.0
NM,Ohkay Owingeh CDP,37656.0
NM,Ojo Amarillo CDP,21364.0
NM,Orogrande CDP,50000.0
NM,Paguate CDP,23929.0
NM,Pajarito Mesa CDP,14836.0
NM,Paradise Hills CDP,68148.0
NM,Paraje CDP,28523.0
NM,Peak Place CDP,33214.0
NM,Pecos village,19504.0
NM,Pe_a Blanca CDP,48015.0
NM,Pe_asco CDP,30833.0
NM,Peralta town,49877.0
NM,Picuris Pueblo CDP,19375.0
NM,Pie Town CDP,26314.0
NM,Pinehill CDP,33333.0
NM,Placitas CDP (Do_a Ana County),15568.0
NM,Placitas CDP (Sandoval County),76992.0
NM,Pleasanton CDP,92750.0
NM,Pojoaque CDP,49250.0
NM,Polvadera CDP,13325.0
NM,Ponderosa CDP,41875.0
NM,Ponderosa Pine CDP,56250.0
NM,Portales city,32758.0
NM,Pueblito CDP,32917.0
NM,Pueblitos CDP,37750.0
NM,Pueblo of Sandia Village CDP,40000.0
NM,Puerto de Luna CDP,34063.0
NM,Questa village,26761.0
NM,Radium Springs CDP,56506.0
NM,Ramah CDP,64250.0
NM,Rancho Grande CDP,51696.0
NM,Ranchos de Taos CDP,35293.0
NM,Raton city,30803.0
NM,Red River town,34643.0
NM,Reserve village,31389.0
NM,Ribera CDP,28004.0
NM,Rio Communities CDP,38633.0
NM,Rio Lucio CDP,42500.0
NM,Rio Rancho city,60893.0
NM,Rock Springs CDP,28750.0
NM,Rodeo CDP,10655.0
NM,Rodey CDP,16023.0
NM,Roswell city,39975.0
NM,Rowe CDP,46250.0
NM,Roy village,27500.0
NM,Ruidoso village,42098.0
NM,Ruidoso Downs city,25653.0
NM,San Antonito CDP (Bernalillo County),81778.0
NM,San Antonito CDP (Socorro County),70221.0
NM,Sandia Heights CDP,102537.0
NM,Sandia Knolls CDP,71779.0
NM,Sandia Park CDP,53906.0
NM,San Felipe Pueblo CDP,48550.0
NM,San Ildefonso Pueblo CDP,40938.0
NM,San Jon village,32500.0
NM,San Jose CDP (Rio Arriba County),33333.0
NM,San Jose CDP (San Miguel County),48750.0
NM,San Mateo CDP,48590.0
NM,San Miguel CDP,35669.0
NM,Sanostee CDP,20125.0
NM,San Pablo CDP,47550.0
NM,San Pedro CDP,59787.0
NM,San Rafael CDP,69103.0
NM,Santa Ana Pueblo CDP,46458.0
NM,Santa Clara village,21724.0
NM,Santa Clara Pueblo CDP,35417.0
NM,Santa Cruz CDP,14167.0
NM,Santa Fe city,50737.0
NM,Santa Rosa city,30563.0
NM,Santa Teresa CDP,42978.0
NM,Santo Domingo Pueblo CDP,33194.0
NM,San Ysidro CDP,31458.0
NM,San Ysidro village,23438.0
NM,Sausal CDP,34853.0
NM,Seama CDP,24722.0
NM,Sedillo CDP,78250.0
NM,Sheep Springs CDP,18125.0
NM,Shiprock CDP,32324.0
NM,Silver City town,36227.0
NM,Skyline-Ganipa CDP,34028.0
NM,Socorro city,33359.0
NM,South Valley CDP,34357.0
NM,Spencerville CDP,51397.0
NM,Springer town,31250.0
NM,Sunland Park city,28047.0
NM,Talpa CDP,26500.0
NM,Taos town,31112.0
NM,Taos Pueblo CDP,29716.0
NM,Tatum town,45313.0
NM,Tecolote CDP,9110.0
NM,Tesuque CDP,67083.0
NM,Tesuque Pueblo CDP,40000.0
NM,Texico city,32188.0
NM,Thoreau CDP,21389.0
NM,Tijeras village,72031.0
NM,Tohatchi CDP,39375.0
NM,Tome CDP,31685.0
NM,Torreon CDP (Sandoval County),21667.0
NM,Truchas CDP,51964.0
NM,Truth or Consequences city,26877.0
NM,Tucumcari city,24891.0
NM,Tularosa village,30000.0
NM,Twin Lakes CDP,16563.0
NM,Tyrone CDP,41131.0
NM,University Park CDP,12344.0
NM,Upper Fruitland CDP,45962.0
NM,Vadito CDP,27083.0
NM,Vado CDP,24938.0
NM,Valencia CDP,33106.0
NM,Vaughn town,31406.0
NM,Veguita CDP,38088.0
NM,Ventura CDP,29281.0
NM,Virden village,39375.0
NM,Wagon Mound village,26429.0
NM,Waterflow CDP,61250.0
NM,West Hammond CDP,58990.0
NM,White Rock CDP,107688.0
NM,White Sands CDP,45046.0
NM,White Signal CDP,63788.0
NM,Willard village,20625.0
NM,Williamsburg village,22000.0
NM,Youngsville CDP,21250.0
NM,Zia Pueblo CDP,40000.0
NM,Zuni Pueblo CDP,35752.0
NY,Accord CDP,112083.0
NY,Adams village,40341.0
NY,Adams Center CDP,33849.0
NY,Addison village,49821.0
NY,Afton village,41042.0
NY,Airmont village,91458.0
NY,Akron village,47311.0
NY,Albany city,40949.0
NY,Albertson CDP,108750.0
NY,Albion village,24205.0
NY,Alden village,52005.0
NY,Alexander village,56250.0
NY,Alexandria Bay village,40156.0
NY,Alfred village,25469.0
NY,Allegany village,48750.0
NY,Almond village,48864.0
NY,Altamont village,80078.0
NY,Altmar village,27386.0
NY,Altona CDP,31900.0
NY,Amagansett CDP,93750.0
NY,Amenia CDP,58200.0
NY,Ames village,61667.0
NY,Amityville village,83125.0
NY,Amsterdam city,33917.0
NY,Andes CDP,46250.0
NY,Andover village,48438.0
NY,Angelica village,45417.0
NY,Angola village,52950.0
NY,Angola on the Lake CDP,40833.0
NY,Antwerp village,50139.0
NY,Apalachin CDP,51856.0
NY,Aquebogue CDP,90847.0
NY,Arcade village,39205.0
NY,Ardsley village,141447.0
NY,Argyle village,53500.0
NY,Arkport village,48438.0
NY,Arlington CDP,42208.0
NY,Armonk CDP,183036.0
NY,Asharoken village,153750.0
NY,Athens village,47173.0
NY,Atlantic Beach village,110714.0
NY,Attica village,54265.0
NY,Auburn city,39438.0
NY,Aurora village,70833.0
NY,Au Sable Forks CDP,45625.0
NY,Averill Park CDP,73261.0
NY,Avoca village,47788.0
NY,Avon village,60688.0
NY,Babylon village,100025.0
NY,Bainbridge village,44402.0
NY,Baiting Hollow CDP,83380.0
NY,Baldwin CDP,91462.0
NY,Baldwin Harbor CDP,102469.0
NY,Baldwinsville village,47431.0
NY,Ballston Spa village,60989.0
NY,Balmville CDP,63750.0
NY,Bardonia CDP,115927.0
NY,Barker village,41458.0
NY,Barneveld village,57292.0
NY,Barnum Island CDP,95375.0
NY,Batavia city,41584.0
NY,Bath village,38266.0
NY,Baxter Estates village,114107.0
NY,Bay Park CDP,78333.0
NY,Bayport CDP,81955.0
NY,Bay Shore CDP,70229.0
NY,Bayville village,101221.0
NY,Baywood CDP,74609.0
NY,Beacon city,65305.0
NY,Beaver Dam Lake CDP,106138.0
NY,Bedford CDP,188705.0
NY,Bedford Hills CDP,42155.0
NY,Belfast CDP,35078.0
NY,Bellerose village,177500.0
NY,Bellerose Terrace CDP,96538.0
NY,Belle Terre village,204750.0
NY,Belleville CDP,28784.0
NY,Bellmore CDP,114474.0
NY,Bellport village,82500.0
NY,Belmont village,40000.0
NY,Bemus Point village,36477.0
NY,Bergen village,60313.0
NY,Bethpage CDP,99423.0
NY,Big Flats CDP,65269.0
NY,Billington Heights CDP,84091.0
NY,Binghamton city,29824.0
NY,Black River village,60000.0
NY,Blasdell village,41520.0
NY,Blauvelt CDP,118929.0
NY,Bliss CDP,60469.0
NY,Blodgett Mills CDP,51771.0
NY,Bloomfield village,55298.0
NY,Bloomingburg village,45417.0
NY,Bloomville CDP,63393.0
NY,Blue Point CDP,108704.0
NY,Bohemia CDP,82011.0
NY,Bolivar village,41042.0
NY,Bolton Landing CDP,90000.0
NY,Boonville village,32500.0
NY,Brasher Falls CDP,54120.0
NY,Breesport CDP,57750.0
NY,Brentwood CDP,70139.0
NY,Brewerton CDP,57708.0
NY,Brewster village,49917.0
NY,Brewster Hill CDP,90909.0
NY,Briarcliff Manor village,141170.0
NY,Bridgehampton CDP,77174.0
NY,Bridgeport CDP,47038.0
NY,Bridgewater CDP,41250.0
NY,Brighton CDP,66149.0
NY,Brightwaters village,122692.0
NY,Brinckerhoff CDP,95388.0
NY,Broadalbin village,56439.0
NY,Brockport village,41493.0
NY,Brocton village,38438.0
NY,Bronxville village,198839.0
NY,Brookhaven CDP,90833.0
NY,Brookville village,214167.0
NY,Brownville village,52614.0
NY,Brushton village,42500.0
NY,Buchanan village,97935.0
NY,Buffalo city,31918.0
NY,Burdett village,47500.0
NY,Burke village,38750.0
NY,Busti CDP,59861.0
NY,Byersville CDP,53611.0
NY,Cairo CDP,23883.0
NY,Calcium CDP,48398.0
NY,Caledonia village,51481.0
NY,Callicoon CDP,39063.0
NY,Calverton CDP,46176.0
NY,Cambridge village,43750.0
NY,Camden village,35926.0
NY,Camillus village,49688.0
NY,Campbell CDP,40313.0
NY,Canajoharie village,45455.0
NY,Canandaigua city,43185.0
NY,Canaseraga village,29875.0
NY,Canastota village,47431.0
NY,Candor village,50417.0
NY,Canisteo village,42422.0
NY,Canton village,48988.0
NY,Cape Vincent village,47188.0
NY,Carle Place CDP,98269.0
NY,Carmel Hamlet CDP,83636.0
NY,Caroga Lake CDP,45083.0
NY,Carthage village,42587.0
NY,Cassadaga village,52917.0
NY,Castile village,47045.0
NY,Castleton-on-Hudson village,68375.0
NY,Castorland village,45000.0
NY,Cato village,47083.0
NY,Catskill village,36442.0
NY,Cattaraugus village,41429.0
NY,Cayuga village,50536.0
NY,Cayuga Heights village,78285.0
NY,Cazenovia village,56696.0
NY,Cedarhurst village,88913.0
NY,Celoron village,42500.0
NY,Centereach CDP,94432.0
NY,Center Moriches CDP,89037.0
NY,Centerport CDP,103945.0
NY,Central Bridge CDP,31346.0
NY,Central Islip CDP,66430.0
NY,Central Square village,45240.0
NY,Centre Island village,144375.0
NY,Chadwicks CDP,37833.0
NY,Champlain village,42054.0
NY,Chappaqua CDP,113300.0
NY,Chateaugay village,40500.0
NY,Chatham village,46188.0
NY,Chaumont village,49688.0
NY,Chautauqua CDP,95333.0
NY,Chazy CDP,49028.0
NY,Cheektowaga CDP,48508.0
NY,Chenango Bridge CDP,71645.0
NY,Cherry Creek village,40000.0
NY,Cherry Valley village,55556.0
NY,Chester village,62929.0
NY,Chestertown CDP,46761.0
NY,Chestnut Ridge village,89813.0
NY,Chittenango village,62902.0
NY,Churchville village,59000.0
NY,Clarence CDP,69821.0
NY,Clarence Center CDP,111250.0
NY,Clark Mills CDP,52222.0
NY,Clarkson CDP,58700.0
NY,Claverack-Red Mills CDP,87404.0
NY,Clayton village,50049.0
NY,Clayville village,44167.0
NY,Cleveland village,43438.0
NY,Clifton Springs village,47868.0
NY,Clinton village,54813.0
NY,Clintondale CDP,52726.0
NY,Clyde village,43400.0
NY,Cobleskill village,36824.0
NY,Cohocton village,39531.0
NY,Cohoes city,46226.0
NY,Cold Brook village,38125.0
NY,Cold Spring village,83125.0
NY,Cold Spring Harbor CDP,157143.0
NY,Colonie village,78263.0
NY,Colton CDP,44559.0
NY,Commack CDP,114463.0
NY,Conesus Hamlet CDP,55521.0
NY,Conesus Lake CDP,77738.0
NY,Congers CDP,109935.0
NY,Constableville village,46042.0
NY,Constantia CDP,54261.0
NY,Coopers Plains CDP,53696.0
NY,Cooperstown village,62222.0
NY,Copake Lake CDP,68125.0
NY,Copenhagen village,47063.0
NY,Copiague CDP,66161.0
NY,Coram CDP,80899.0
NY,Corfu village,48281.0
NY,Corinth village,42183.0
NY,Corning city,51022.0
NY,Cornwall-on-Hudson village,93077.0
NY,Cortland city,40025.0
NY,Cortland West CDP,88125.0
NY,Country Knolls CDP,104764.0
NY,Cove Neck village,211250.0
NY,Coxsackie village,55625.0
NY,Cragsmoor CDP,86250.0
NY,Cranberry Lake CDP,51500.0
NY,Croghan village,31625.0
NY,Crompond CDP,138281.0
NY,Croton-on-Hudson village,131475.0
NY,Crown Heights CDP,79038.0
NY,Crugers CDP,38301.0
NY,Crystal Beach CDP,45433.0
NY,Cuba village,46908.0
NY,Cumberland Head CDP,63933.0
NY,Cumminsville CDP,24722.0
NY,Cutchogue CDP,86344.0
NY,Cuylerville CDP,54250.0
NY,Dalton CDP,72375.0
NY,Dannemora village,48500.0
NY,Dansville village,40841.0
NY,Davenport Center CDP,50063.0
NY,Deer Park CDP,83287.0
NY,Deferiet village,50000.0
NY,DeKalb Junction CDP,70500.0
NY,Delanson village,70417.0
NY,Delevan village,36172.0
NY,Delhi village,37813.0
NY,Depauville CDP,41176.0
NY,Depew village,50317.0
NY,Deposit village,30357.0
NY,DeRuyter village,35521.0
NY,Dexter village,47083.0
NY,Dix Hills CDP,141250.0
NY,Dobbs Ferry village,116671.0
NY,Dolgeville village,43586.0
NY,Dover Plains CDP,41618.0
NY,Downsville CDP,27750.0
NY,Dresden village,50469.0
NY,Dryden village,51071.0
NY,Duane Lake CDP,115441.0
NY,Dundee village,40214.0
NY,Dunkirk city,38937.0
NY,Durhamville CDP,35852.0
NY,Earlville village,40313.0
NY,East Atlantic Beach CDP,138705.0
NY,East Aurora village,66346.0
NY,East Avon CDP,32553.0
NY,Eastchester CDP,104293.0
NY,East Farmingdale CDP,80317.0
NY,East Garden City CDP,104250.0
NY,East Glenville CDP,72295.0
NY,East Greenbush CDP,88583.0
NY,East Hampton village,104531.0
NY,East Hampton North CDP,61523.0
NY,East Hills village,163710.0
NY,East Islip CDP,115432.0
NY,East Ithaca CDP,44647.0
NY,East Kingston CDP,41750.0
NY,East Marion CDP,72500.0
NY,East Massapequa CDP,94589.0
NY,East Meadow CDP,94214.0
NY,East Moriches CDP,96685.0
NY,East Nassau village,68438.0
NY,East Northport CDP,92899.0
NY,East Norwich CDP,134309.0
NY,East Patchogue CDP,68366.0
NY,Eastport CDP,100521.0
NY,East Quogue CDP,88953.0
NY,East Randolph CDP,22708.0
NY,East Rochester village,46504.0
NY,East Rockaway village,93490.0
NY,East Shoreham CDP,119628.0
NY,East Syracuse village,35566.0
NY,East Williston village,136250.0
NY,Eatons Neck CDP,123971.0
NY,Eden CDP,64688.0
NY,Edmeston CDP,53611.0
NY,Edwards CDP,35625.0
NY,Eggertsville CDP,63964.0
NY,Elba village,72083.0
NY,Elbridge village,68438.0
NY,Elizabethtown CDP,50438.0
NY,Ellenville village,45800.0
NY,Ellicottville village,38125.0
NY,Ellisburg village,55500.0
NY,Elma Center CDP,87708.0
NY,Elmira city,29295.0
NY,Elmira Heights village,41299.0
NY,Elmont CDP,89523.0
NY,Elmsford village,83995.0
NY,Elwood CDP,104476.0
NY,Endicott village,32726.0
NY,Endwell CDP,54446.0
NY,Erin CDP,32292.0
NY,Esperance village,54063.0
NY,Evans Mills village,46875.0
NY,Fabius village,59286.0
NY,Fair Haven village,50208.0
NY,Fairmount CDP,62396.0
NY,Fairport village,69788.0
NY,Fairview CDP (Dutchess County),69485.0
NY,Fairview CDP (Westchester County),43512.0
NY,Falconer village,37566.0
NY,Farmingdale village,73750.0
NY,Farmingville CDP,95953.0
NY,Farnham village,61042.0
NY,Fayetteville village,71930.0
NY,Felts Mills CDP,40227.0
NY,Fillmore CDP,37500.0
NY,Fire Island CDP,111250.0
NY,Firthcliffe CDP,70985.0
NY,Fishers Island CDP,151083.0
NY,Fishkill village,53505.0
NY,Flanders CDP,63482.0
NY,Fleischmanns village,35938.0
NY,Floral Park village,100829.0
NY,Florida village,87845.0
NY,Flower Hill village,208424.0
NY,Fonda village,40208.0
NY,Forest Home CDP,32778.0
NY,Forestville village,45000.0
NY,Fort Ann village,68482.0
NY,Fort Covington Hamlet CDP,41406.0
NY,Fort Drum CDP,41966.0
NY,Fort Edward village,48827.0
NY,Fort Johnson village,63047.0
NY,Fort Montgomery CDP,92250.0
NY,Fort Plain village,31364.0
NY,Fort Salonga CDP,122554.0
NY,Fowlerville CDP,16719.0
NY,Frankfort village,43208.0
NY,Franklin village,46944.0
NY,Franklin Square CDP,96568.0
NY,Franklinville village,36726.0
NY,Fredonia village,47910.0
NY,Freedom Plains CDP,58125.0
NY,Freeport village,72574.0
NY,Freeville village,64375.0
NY,Frewsburg CDP,47773.0
NY,Friendship CDP,28782.0
NY,Fulton city,36126.0
NY,Fultonville village,39758.0
NY,Gainesville village,41250.0
NY,Galeville CDP,42097.0
NY,Galway village,59615.0
NY,Gang Mills CDP,84920.0
NY,Garden City village,153506.0
NY,Garden City Park CDP,98621.0
NY,Garden City South CDP,106935.0
NY,Gardiner CDP,56917.0
NY,Gardnertown CDP,69594.0
NY,Gasport CDP,46347.0
NY,Gates CDP,50729.0
NY,Geneseo village,38051.0
NY,Geneva city,40000.0
NY,Germantown CDP,64792.0
NY,Ghent CDP,53882.0
NY,Gilbertsville village,43281.0
NY,Gilgo CDP,159479.0
NY,Glasco CDP,54459.0
NY,Glen Aubrey CDP,58438.0
NY,Glen Cove city,68362.0
NY,Glen Head CDP,108333.0
NY,Glen Park village,51500.0
NY,Glens Falls city,45395.0
NY,Glens Falls North CDP,59938.0
NY,Glenwood Landing CDP,124615.0
NY,Gloversville city,35044.0
NY,Golden's Bridge CDP,122406.0
NY,Gordon Heights CDP,71447.0
NY,Gorham CDP,61036.0
NY,Goshen village,73750.0
NY,Gouverneur village,35175.0
NY,Gowanda village,40386.0
NY,Grand View-on-Hudson village,126250.0
NY,Grandyle Village CDP,67868.0
NY,Granville village,38194.0
NY,Great Bend CDP,77917.0
NY,Great Neck village,90382.0
NY,Great Neck Estates village,176250.0
NY,Great Neck Gardens CDP,100357.0
NY,Great Neck Plaza village,67138.0
NY,Great River CDP,128214.0
NY,Greece CDP,48028.0
NY,Greene village,48188.0
NY,Green Island village,55000.0
NY,Greenlawn CDP,86563.0
NY,Greenport village,56212.0
NY,Greenport West CDP,56806.0
NY,Greenvale CDP,95417.0
NY,Greenville CDP (Greene County),45333.0
NY,Greenville CDP (Westchester County),200952.0
NY,Greenwich village,46146.0
NY,Greenwood Lake village,78611.0
NY,Greigsville CDP,92045.0
NY,Groton village,48403.0
NY,Groveland Station CDP,46042.0
NY,Guilford CDP,41364.0
NY,Hadley CDP,48000.0
NY,Hagaman village,56080.0
NY,Hailesboro CDP,44519.0
NY,Halesite CDP,120318.0
NY,Hall CDP,103654.0
NY,Hamburg village,66426.0
NY,Hamilton village,71591.0
NY,Hamlin CDP,54327.0
NY,Hammond village,35938.0
NY,Hammondsport village,56310.0
NY,Hampton Bays CDP,75606.0
NY,Hampton Manor CDP,62745.0
NY,Hancock village,28333.0
NY,Hannawa Falls CDP,55735.0
NY,Hannibal village,53542.0
NY,Harbor Hills CDP,141382.0
NY,Harbor Isle CDP,91389.0
NY,Harriman village,61688.0
NY,Harris Hill CDP,86574.0
NY,Harrison village,104469.0
NY,Harrisville village,50139.0
NY,Hartsdale CDP,84601.0
NY,Hartwick CDP,37083.0
NY,Hastings-on-Hudson village,124276.0
NY,Hauppauge CDP,105305.0
NY,Haverstraw village,56061.0
NY,Haviland CDP,82885.0
NY,Hawthorne CDP,105227.0
NY,Head of the Harbor village,140673.0
NY,Hemlock CDP,54861.0
NY,Hempstead village,55417.0
NY,Henderson CDP,23333.0
NY,Heritage Hills CDP,74886.0
NY,Herkimer village,38738.0
NY,Hermon village,33750.0
NY,Herricks CDP,127734.0
NY,Herrings village,72500.0
NY,Heuvelton village,54500.0
NY,Hewlett CDP,106235.0
NY,Hewlett Harbor village,200000.0
NY,Hewlett Neck village,206667.0
NY,Hicksville CDP,95030.0
NY,Highland CDP,59406.0
NY,Highland Falls village,80475.0
NY,Hillburn village,77321.0
NY,Hillcrest CDP,94156.0
NY,Hillside CDP,96563.0
NY,Hillside Lake CDP,90125.0
NY,Hilton village,58297.0
NY,Hobart village,46346.0
NY,Holbrook CDP,98878.0
NY,Holland CDP,60125.0
NY,Holland Patent village,67708.0
NY,Holley village,35034.0
NY,Holtsville CDP,92194.0
NY,Homer village,47083.0
NY,Honeoye CDP,43026.0
NY,Honeoye Falls village,61250.0
NY,Hoosick Falls village,52045.0
NY,Hopewell Junction CDP,73462.0
NY,Hornell city,38598.0
NY,Horseheads village,53435.0
NY,Horseheads North CDP,72313.0
NY,Hortonville CDP,64773.0
NY,Houghton CDP,51042.0
NY,Hudson city,34313.0
NY,Hudson Falls village,42392.0
NY,Hunt CDP,36667.0
NY,Hunter village,27917.0
NY,Huntington CDP,110901.0
NY,Huntington Bay village,177083.0
NY,Huntington Station CDP,73591.0
NY,Hurley CDP,78906.0
NY,Hyde Park CDP,75500.0
NY,Ilion village,39525.0
NY,Interlaken village,48958.0
NY,Inwood CDP,48494.0
NY,Irondequoit CDP,54275.0
NY,Irvington village,138051.0
NY,Islandia village,87976.0
NY,Island Park village,59254.0
NY,Islip CDP,97500.0
NY,Islip Terrace CDP,96856.0
NY,Ithaca city,30436.0
NY,Jamesport CDP,80711.0
NY,Jamestown city,30950.0
NY,Jamestown West CDP,64094.0
NY,Jefferson Heights CDP,58281.0
NY,Jefferson Valley-Yorktown CDP,110655.0
NY,Jeffersonville village,41250.0
NY,Jericho CDP,140242.0
NY,Johnson City village,38371.0
NY,Johnstown city,42950.0
NY,Jordan village,50313.0
NY,Kaser village,20048.0
NY,Katonah CDP,109952.0
NY,Keeseville village,37898.0
NY,Kenmore village,51634.0
NY,Kennedy CDP,38500.0
NY,Kensington village,176667.0
NY,Kerhonkson CDP,48453.0
NY,Keuka Park CDP,30278.0
NY,Kinderhook village,80938.0
NY,Kings Park CDP,98384.0
NY,Kings Point village,113160.0
NY,Kingston city,40757.0
NY,Kiryas Joel village,26099.0
NY,Kysorville CDP,60694.0
NY,Lackawanna city,35352.0
NY,Lacona village,52500.0
NY,La Fargeville CDP,49565.0
NY,Lake Carmel CDP,86705.0
NY,Lake Erie Beach CDP,60129.0
NY,Lake George village,63026.0
NY,Lake Grove village,94960.0
NY,Lake Katrine CDP,31250.0
NY,Lakeland CDP,61250.0
NY,Lake Luzerne CDP,54545.0
NY,Lake Mohegan CDP,104531.0
NY,Lake Placid village,50766.0
NY,Lake Ronkonkoma CDP,87296.0
NY,Lake Success village,173533.0
NY,Lakeview CDP,111319.0
NY,Lakeville CDP,37500.0
NY,Lakewood village,47143.0
NY,Lancaster village,49991.0
NY,Lansing village,61232.0
NY,Larchmont village,152284.0
NY,Lattingtown village,129479.0
NY,Laurel CDP,103723.0
NY,Laurel Hollow village,207500.0
NY,Laurens village,42500.0
NY,Lawrence village,140391.0
NY,Leeds CDP,82159.0
NY,Leicester village,60893.0
NY,Le Roy village,50357.0
NY,Levittown CDP,98810.0
NY,Lewiston village,53704.0
NY,Liberty village,34088.0
NY,Lido Beach CDP,143333.0
NY,Lima village,51581.0
NY,Lime Lake CDP,44500.0
NY,Limestone CDP,45227.0
NY,Lincolndale CDP,108299.0
NY,Lincoln Park CDP,27500.0
NY,Lindenhurst village,83532.0
NY,Lisle village,48750.0
NY,Little Falls city,38897.0
NY,Little Valley village,31750.0
NY,Liverpool village,56033.0
NY,Livingston Manor CDP,47254.0
NY,Livonia village,46250.0
NY,Livonia Center CDP,72300.0
NY,Lloyd Harbor village,202292.0
NY,Loch Sheldrake CDP,58750.0
NY,Lockport city,41298.0
NY,Locust Valley CDP,85536.0
NY,Lodi village,45781.0
NY,Long Beach city,84831.0
NY,Long Lake CDP,60000.0
